line,101_CT_1,101_CT_2,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_STEAM_3,102_STEAM_4,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,122_WIND_1,123_CT_1,123_CT_4,123_CT_5,123_STEAM_2,123_STEAM_3,201_CT_1,201_CT_2,201_STEAM_3,202_CT_1,202_CT_2,202_STEAM_3,202_STEAM_4,207_CT_1,207_CT_2,212_CSP_1,213_CC_3,213_CT_1,213_CT_2,215_CT_4,215_CT_5,216_STEAM_1,218_CC_1,221_CC_1,223_CT_4,223_CT_5,223_CT_6,223_STEAM_1,223_STEAM_2,223_STEAM_3,301_CT_1,301_CT_2,301_CT_3,301_CT_4,302_CT_1,302_CT_2,302_CT_3,302_CT_4,303_WIND_1,307_CT_1,307_CT_2,309_WIND_1,313_CC_1,315_CT_6,315_CT_7,315_CT_8,315_STEAM_1,315_STEAM_2,315_STEAM_3,315_STEAM_4,315_STEAM_5,316_STEAM_1,317_WIND_1,318_CC_1,321_CC_1,322_CT_5,322_CT_6,323_CC_1,323_CC_2
B18,0.000000,0.000000,0.000000,0.000000,0.000150,0.000150,0.000150,0.000150,0.018131,0.002594,0.002594,0.002594,0.002594,-0.014206,-0.014206,-0.014206,-0.011644,-0.017795,-0.018128,-0.000757,-0.000757,-0.000757,-0.000757,-0.000757,0.056967,0.056967,0.056967,0.057610,0.057610,0.057610,0.057610,0.063256,0.063256,-0.133660,-0.363992,-0.363992,-0.363992,0.012030,0.012030,0.011931,0.010220,0.010789,-0.122981,-0.122981,-0.122981,-0.122981,-0.122981,-0.122981,-0.068307,-0.068307,-0.068307,-0.068307,-0.068216,-0.068216,-0.068216,-0.068216,-0.071158,-0.067417,-0.067417,-0.067741,-0.065139,-0.076902,-0.076902,-0.076902,-0.076902,-0.076902,-0.076902,-0.076902,-0.076902,-0.074762,-0.080322,-0.083259,-0.081021,-0.080746,-0.080746,-0.060097,-0.060097
B19,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.062642,-0.018185,-0.018185,-0.018185,-0.018185,-0.000103,-0.000103,-0.000103,-0.003404,0.002808,0.003145,-0.020468,-0.020468,-0.020468,-0.020468,-0.020468,0.250427,0.250427,0.250427,0.254176,0.254176,0.254176,0.254176,0.287118,0.287118,0.247851,0.275562,0.275562,0.275562,-0.044469,-0.044469,-0.069489,-0.051008,-0.048951,0.101162,0.101162,0.101162,0.101162,0.101162,0.101162,0.050111,0.050111,0.050111,0.050111,0.050026,0.050026,0.050026,0.050026,0.052773,0.049280,0.049280,0.049582,0.047153,0.058136,0.058136,0.058136,0.058136,0.058136,0.058136,0.058136,0.058136,0.056138,0.061329,0.064072,0.061982,0.061726,0.061726,0.042445,0.042445
B20,0.000000,0.000000,0.000000,0.000000,0.000053,0.000053,0.000053,0.000053,0.024114,-0.004230,-0.004230,-0.004230,-0.004230,-0.005037,-0.005037,-0.005037,-0.005067,-0.005478,-0.005501,-0.006058,-0.006058,-0.006058,-0.006058,-0.006058,0.090931,0.090931,0.090931,0.092218,0.092218,0.092218,0.092218,0.103528,0.103528,0.305923,-0.304096,-0.304096,-0.304096,-0.008340,-0.008340,-0.015454,-0.010829,-0.010046,-0.014730,-0.014730,-0.014730,-0.014730,-0.014730,-0.014730,-0.009901,-0.009901,-0.009901,-0.009901,-0.009893,-0.009893,-0.009893,-0.009893,-0.010153,-0.009822,-0.009822,-0.009851,-0.009621,-0.010660,-0.010660,-0.010660,-0.010660,-0.010660,-0.010660,-0.010660,-0.010660,-0.010471,-0.010962,-0.011222,-0.011024,-0.011000,-0.011000,-0.009176,-0.009176
B21,0.000000,0.000000,0.000000,0.000000,0.000209,0.000209,0.000209,0.000209,0.049822,-0.003561,-0.003561,-0.003561,-0.003561,-0.019752,-0.019752,-0.019752,-0.017496,-0.023585,-0.023915,-0.009109,-0.009109,-0.009109,-0.009109,-0.009109,0.177647,0.177647,0.177647,0.180015,0.180015,0.180015,0.180015,0.200821,0.200821,0.305888,0.147214,0.147214,0.147214,-0.000818,-0.000818,-0.010807,-0.005905,-0.004304,-0.130804,-0.130804,-0.130804,-0.130804,-0.130804,-0.130804,-0.075045,-0.075045,-0.075045,-0.075045,-0.074952,-0.074952,-0.074952,-0.074952,-0.077953,-0.074137,-0.074137,-0.074467,-0.071814,-0.083810,-0.083810,-0.083810,-0.083810,-0.083810,-0.083810,-0.083810,-0.083810,-0.081628,-0.087298,-0.090293,-0.088011,-0.087730,-0.087730,-0.066671,-0.066671
B22,0.000000,0.000000,0.000000,0.000000,0.000204,0.000204,0.000204,0.000204,0.042245,-0.001636,-0.001636,-0.001636,-0.001636,-0.019243,-0.019243,-0.019243,-0.016711,-0.023273,-0.023629,-0.006814,-0.006814,-0.006814,-0.006814,-0.006814,0.147898,0.147898,0.147898,0.149828,0.149828,0.149828,0.149828,0.166785,0.166785,0.172262,0.331912,0.331912,0.331912,0.003690,0.003690,-0.003523,-0.000609,0.000743,-0.137712,-0.137712,-0.137712,-0.137712,-0.137712,-0.137712,-0.078208,-0.078208,-0.078208,-0.078208,-0.078109,-0.078109,-0.078109,-0.078109,-0.081311,-0.077239,-0.077239,-0.077591,-0.074760,-0.087562,-0.087562,-0.087562,-0.087562,-0.087562,-0.087562,-0.087562,-0.087562,-0.085233,-0.091284,-0.094480,-0.092045,-0.091746,-0.091746,-0.069272,-0.069272
B23,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.062642,-0.018185,-0.018185,-0.018185,-0.018185,-0.000103,-0.000103,-0.000103,-0.003404,0.002808,0.003145,-0.020468,-0.020468,-0.020468,-0.020468,-0.020468,0.250427,0.250427,0.250427,0.254176,0.254176,0.254176,0.254176,0.287118,0.287118,0.247851,0.275562,0.275562,0.275562,-0.044469,-0.044469,-0.069489,-0.051008,-0.048951,0.101162,0.101162,0.101162,0.101162,0.101162,0.101162,0.050111,0.050111,0.050111,0.050111,0.050026,0.050026,0.050026,0.050026,0.052773,0.049280,0.049280,0.049582,0.047153,0.058136,0.058136,0.058136,0.058136,0.058136,0.058136,0.058136,0.058136,0.056138,0.061329,0.064072,0.061982,0.061726,0.061726,0.042445,0.042445
B24,0.000000,0.000000,0.000000,0.000000,0.000617,0.000617,0.000617,0.000617,-0.015235,0.057174,0.057174,0.057174,0.057174,-0.058327,-0.058327,-0.058327,-0.052572,-0.068842,-0.069724,-0.047327,-0.047327,-0.047327,-0.047327,-0.047327,-0.206777,-0.206777,-0.206777,-0.212126,-0.212126,-0.212126,-0.212126,-0.259126,-0.259126,-0.301381,-0.321467,-0.321467,-0.321467,0.278514,0.278514,-0.469836,-0.061647,0.045364,-0.358381,-0.358381,-0.358381,-0.358381,-0.358381,-0.358381,-0.207780,-0.207780,-0.207780,-0.207780,-0.207529,-0.207529,-0.207529,-0.207529,-0.215633,-0.205328,-0.205328,-0.206219,-0.199053,-0.231454,-0.231454,-0.231454,-0.231454,-0.231454,-0.231454,-0.231454,-0.231454,-0.225559,-0.240874,-0.248964,-0.242799,-0.242042,-0.242042,-0.185164,-0.185164
B25-1,0.000000,0.000000,0.000000,0.000000,0.000153,0.000153,0.000153,0.000153,0.019133,0.011597,0.011597,0.011597,0.011597,-0.014433,-0.014433,-0.014433,-0.016148,-0.014257,-0.014154,-0.034057,-0.034057,-0.034057,-0.034057,-0.034057,0.023885,0.023885,0.023885,0.023406,0.023406,0.023406,0.023406,0.019190,0.019190,0.014740,0.013069,0.013069,0.013069,0.085935,0.085935,0.005046,-0.196199,-0.264738,0.007838,0.007838,0.007838,0.007838,0.007838,0.007838,-0.003553,-0.003553,-0.003553,-0.003553,-0.003572,-0.003572,-0.003572,-0.003572,-0.002959,-0.003738,-0.003738,-0.003671,-0.004213,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.002208,-0.001050,-0.000438,-0.000904,-0.000961,-0.000961,-0.005264,-0.005264
B25-2,0.000000,0.000000,0.000000,0.000000,0.000153,0.000153,0.000153,0.000153,0.019133,0.011597,0.011597,0.011597,0.011597,-0.014433,-0.014433,-0.014433,-0.016148,-0.014257,-0.014154,-0.034057,-0.034057,-0.034057,-0.034057,-0.034057,0.023885,0.023885,0.023885,0.023406,0.023406,0.023406,0.023406,0.019190,0.019190,0.014740,0.013069,0.013069,0.013069,0.085935,0.085935,0.005046,-0.196199,-0.264738,0.007838,0.007838,0.007838,0.007838,0.007838,0.007838,-0.003553,-0.003553,-0.003553,-0.003553,-0.003572,-0.003572,-0.003572,-0.003572,-0.002959,-0.003738,-0.003738,-0.003671,-0.004213,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.001762,-0.002208,-0.001050,-0.000438,-0.000904,-0.000961,-0.000961,-0.005264,-0.005264
B26,0.000000,0.000000,0.000000,0.000000,-0.000240,-0.000240,-0.000240,-0.000240,-0.174144,0.040697,0.040697,0.040697,0.040697,0.022673,0.022673,0.022673,0.025102,0.022631,0.022497,0.039544,0.039544,0.039544,0.039544,0.039544,-0.185539,-0.185539,-0.185539,-0.179753,-0.179753,-0.179753,-0.179753,-0.128918,-0.128918,-0.078528,-0.057732,-0.057732,-0.057732,0.104952,0.104952,0.065250,0.080240,0.088014,-0.004178,-0.004178,-0.004178,-0.004178,-0.004178,-0.004178,0.009616,0.009616,0.009616,0.009616,0.009639,0.009639,0.009639,0.009639,0.008896,0.009840,0.009840,0.009759,0.010415,0.007447,0.007447,0.007447,0.007447,0.007447,0.007447,0.007447,0.007447,0.007987,0.006584,0.005843,0.006408,0.006477,0.006477,0.011687,0.011687
B27,0.000000,0.000000,0.000000,0.000000,0.000159,0.000159,0.000159,0.000159,0.080394,0.005306,0.005306,0.005306,0.005306,-0.014992,-0.014992,-0.014992,-0.025068,-0.007469,-0.006515,-0.094426,-0.094426,-0.094426,-0.094426,-0.094426,0.223125,0.223125,0.223125,0.224857,0.224857,0.224857,0.224857,0.240071,0.240071,0.251317,0.258300,0.258300,0.258300,0.134234,0.134234,0.325776,-0.216163,-0.105932,0.263179,0.263179,0.263179,0.263179,0.263179,0.263179,0.122777,0.122777,0.122777,0.122777,0.122544,0.122544,0.122544,0.122544,0.130099,0.120491,0.120491,0.121322,0.114642,0.144848,0.144848,0.144848,0.144848,0.144848,0.144848,0.144848,0.144848,0.139353,0.153630,0.161172,0.155425,0.154720,0.154720,0.101693,0.101693
B28,0.000000,0.000000,0.000000,0.000000,0.000460,0.000460,0.000460,0.000460,-0.032987,0.033683,0.033683,0.033683,0.033683,-0.043438,-0.043438,-0.043438,-0.030908,-0.058566,-0.060064,0.026631,0.026631,0.026631,0.026631,0.026631,-0.179475,-0.179475,-0.179475,-0.182806,-0.182806,-0.182806,-0.182806,-0.212080,-0.212080,-0.304848,-0.304204,-0.304204,-0.304204,0.099811,0.099811,0.134899,0.103507,0.102345,-0.520397,-0.520397,-0.520397,-0.520397,-0.520397,-0.520397,-0.280446,-0.280446,-0.280446,-0.280446,-0.280047,-0.280047,-0.280047,-0.280047,-0.292959,-0.276539,-0.276539,-0.277959,-0.266542,-0.318166,-0.318166,-0.318166,-0.318166,-0.318166,-0.318166,-0.318166,-0.318166,-0.308774,-0.333174,-0.346064,-0.336242,-0.335036,-0.335036,-0.244412,-0.244412
B29,0.000000,0.000000,0.000000,0.000000,-0.000264,-0.000264,-0.000264,-0.000264,-0.033101,-0.020062,-0.020062,-0.020062,-0.020062,0.024968,0.024968,0.024968,0.027935,0.024664,0.024487,0.058919,0.058919,0.058919,0.058919,0.058919,-0.041322,-0.041322,-0.041322,-0.040492,-0.040492,-0.040492,-0.040492,-0.033199,-0.033199,-0.025500,-0.022610,-0.022610,-0.022610,-0.148667,-0.148667,-0.008730,-0.590575,-0.407004,-0.013560,-0.013560,-0.013560,-0.013560,-0.013560,-0.013560,0.006147,0.006147,0.006147,0.006147,0.006179,0.006179,0.006179,0.006179,0.005119,0.006467,0.006467,0.006351,0.007288,0.003049,0.003049,0.003049,0.003049,0.003049,0.003049,0.003049,0.003049,0.003820,0.001816,0.000758,0.001564,0.001663,0.001663,0.009106,0.009106
B30,0.000000,0.000000,0.000000,0.000000,-0.000041,-0.000041,-0.000041,-0.000041,-0.005166,-0.003131,-0.003131,-0.003131,-0.003131,0.003897,0.003897,0.003897,0.004360,0.003849,0.003822,0.009196,0.009196,0.009196,0.009196,0.009196,-0.006449,-0.006449,-0.006449,-0.006319,-0.006319,-0.006319,-0.006319,-0.005181,-0.005181,-0.003980,-0.003529,-0.003529,-0.003529,-0.023202,-0.023202,-0.001362,-0.017026,-0.063521,-0.002116,-0.002116,-0.002116,-0.002116,-0.002116,-0.002116,0.000959,0.000959,0.000959,0.000959,0.000964,0.000964,0.000964,0.000964,0.000799,0.001009,0.001009,0.000991,0.001137,0.000476,0.000476,0.000476,0.000476,0.000476,0.000476,0.000476,0.000476,0.000596,0.000283,0.000118,0.000244,0.000260,0.000260,0.001421,0.001421
B31-1,0.000000,0.000000,0.000000,0.000000,-0.000132,-0.000132,-0.000132,-0.000132,-0.016550,-0.010031,-0.010031,-0.010031,-0.010031,0.012484,0.012484,0.012484,0.013968,0.012332,0.012243,0.029460,0.029460,0.029460,0.029460,0.029460,-0.020661,-0.020661,-0.020661,-0.020246,-0.020246,-0.020246,-0.020246,-0.016600,-0.016600,-0.012750,-0.011305,-0.011305,-0.011305,-0.074333,-0.074333,-0.004365,0.204712,-0.203502,-0.006780,-0.006780,-0.006780,-0.006780,-0.006780,-0.006780,0.003073,0.003073,0.003073,0.003073,0.003090,0.003090,0.003090,0.003090,0.002559,0.003234,0.003234,0.003175,0.003644,0.001524,0.001524,0.001524,0.001524,0.001524,0.001524,0.001524,0.001524,0.001910,0.000908,0.000379,0.000782,0.000832,0.000832,0.004553,0.004553
B31-2,0.000000,0.000000,0.000000,0.000000,-0.000132,-0.000132,-0.000132,-0.000132,-0.016550,-0.010031,-0.010031,-0.010031,-0.010031,0.012484,0.012484,0.012484,0.013968,0.012332,0.012243,0.029460,0.029460,0.029460,0.029460,0.029460,-0.020661,-0.020661,-0.020661,-0.020246,-0.020246,-0.020246,-0.020246,-0.016600,-0.016600,-0.012750,-0.011305,-0.011305,-0.011305,-0.074333,-0.074333,-0.004365,0.204712,-0.203502,-0.006780,-0.006780,-0.006780,-0.006780,-0.006780,-0.006780,0.003073,0.003073,0.003073,0.003073,0.003090,0.003090,0.003090,0.003090,0.002559,0.003234,0.003234,0.003175,0.003644,0.001524,0.001524,0.001524,0.001524,0.001524,0.001524,0.001524,0.001524,0.001910,0.000908,0.000379,0.000782,0.000832,0.000832,0.004553,0.004553
B32-1,0.000000,0.000000,0.000000,0.000000,0.000230,0.000230,0.000230,0.000230,-0.016493,0.016841,0.016841,0.016841,0.016841,-0.021719,-0.021719,-0.021719,-0.015454,-0.029283,-0.030032,0.013316,0.013316,0.013316,0.013316,0.013316,-0.089737,-0.089737,-0.089737,-0.091403,-0.091403,-0.091403,-0.091403,-0.106040,-0.106040,-0.152424,-0.152102,-0.152102,-0.152102,0.049906,0.049906,0.067449,0.051754,0.051172,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.140223,-0.140223,-0.140223,-0.140223,-0.140023,-0.140023,-0.140023,-0.140023,-0.146479,-0.138270,-0.138270,-0.138980,-0.133271,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.154387,-0.166587,-0.173032,-0.168121,-0.167518,-0.167518,-0.122206,-0.122206
B32-2,0.000000,0.000000,0.000000,0.000000,0.000230,0.000230,0.000230,0.000230,-0.016493,0.016841,0.016841,0.016841,0.016841,-0.021719,-0.021719,-0.021719,-0.015454,-0.029283,-0.030032,0.013316,0.013316,0.013316,0.013316,0.013316,-0.089737,-0.089737,-0.089737,-0.091403,-0.091403,-0.091403,-0.091403,-0.106040,-0.106040,-0.152424,-0.152102,-0.152102,-0.152102,0.049906,0.049906,0.067449,0.051754,0.051172,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.140223,-0.140223,-0.140223,-0.140223,-0.140023,-0.140023,-0.140023,-0.140023,-0.146479,-0.138270,-0.138270,-0.138980,-0.133271,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.154387,-0.166587,-0.173032,-0.168121,-0.167518,-0.167518,-0.122206,-0.122206
B33-1,0.000000,0.000000,0.000000,0.000000,0.000230,0.000230,0.000230,0.000230,-0.016493,0.016841,0.016841,0.016841,0.016841,-0.021719,-0.021719,-0.021719,-0.015454,-0.029283,-0.030032,0.013316,0.013316,0.013316,0.013316,0.013316,-0.089737,-0.089737,-0.089737,-0.091403,-0.091403,-0.091403,-0.091403,-0.106040,-0.106040,-0.152424,-0.152102,-0.152102,-0.152102,0.049906,0.049906,0.067449,0.051754,0.051172,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.140223,-0.140223,-0.140223,-0.140223,-0.140023,-0.140023,-0.140023,-0.140023,-0.146479,-0.138270,-0.138270,-0.138980,-0.133271,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.154387,-0.166587,-0.173032,-0.168121,-0.167518,-0.167518,-0.122206,-0.122206
B33-2,0.000000,0.000000,0.000000,0.000000,0.000230,0.000230,0.000230,0.000230,-0.016493,0.016841,0.016841,0.016841,0.016841,-0.021719,-0.021719,-0.021719,-0.015454,-0.029283,-0.030032,0.013316,0.013316,0.013316,0.013316,0.013316,-0.089737,-0.089737,-0.089737,-0.091403,-0.091403,-0.091403,-0.091403,-0.106040,-0.106040,-0.152424,-0.152102,-0.152102,-0.152102,0.049906,0.049906,0.067449,0.051754,0.051172,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.260199,-0.140223,-0.140223,-0.140223,-0.140223,-0.140023,-0.140023,-0.140023,-0.140023,-0.146479,-0.138270,-0.138270,-0.138980,-0.133271,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.159083,-0.154387,-0.166587,-0.173032,-0.168121,-0.167518,-0.167518,-0.122206,-0.122206
B34,0.000000,0.000000,0.000000,0.000000,0.000041,0.000041,0.000041,0.000041,0.005166,0.003131,0.003131,0.003131,0.003131,-0.003897,-0.003897,-0.003897,-0.004360,-0.003849,-0.003822,-0.009196,-0.009196,-0.009196,-0.009196,-0.009196,0.006449,0.006449,0.006449,0.006319,0.006319,0.006319,0.006319,0.005181,0.005181,0.003980,0.003529,0.003529,0.003529,0.023202,0.023202,0.001362,0.017026,0.063521,0.002116,0.002116,0.002116,0.002116,0.002116,0.002116,-0.000959,-0.000959,-0.000959,-0.000959,-0.000964,-0.000964,-0.000964,-0.000964,-0.000799,-0.001009,-0.001009,-0.000991,-0.001137,-0.000476,-0.000476,-0.000476,-0.000476,-0.000476,-0.000476,-0.000476,-0.000476,-0.000596,-0.000283,-0.000118,-0.000244,-0.000260,-0.000260,-0.001421,-0.001421
C1,0.000000,0.000000,0.000000,0.000000,0.000015,0.000015,0.000015,0.000015,0.001005,0.000485,0.000485,0.000485,0.000485,-0.001402,-0.001402,-0.001402,-0.001108,-0.001793,-0.001830,0.000182,0.000182,0.000182,0.000182,0.000182,0.002485,0.002485,0.002485,0.002501,0.002501,0.002501,0.002501,0.002645,0.002645,0.002948,0.002975,0.002975,0.002975,0.001747,0.001747,0.002051,0.001650,0.001680,0.003591,0.003591,0.003591,0.003591,0.003591,0.003591,0.419547,0.419547,0.419547,0.419547,-0.523365,-0.523365,-0.523365,-0.523365,0.079747,-0.029949,-0.029949,-0.052602,-0.016671,0.011984,0.011984,0.011984,0.011984,0.011984,0.011984,0.011984,0.011984,0.005400,0.007186,0.007980,0.009266,0.008449,0.008449,-0.006470,-0.006470
C2,0.000000,0.000000,0.000000,0.000000,-0.000031,-0.000031,-0.000031,-0.000031,-0.002090,-0.001008,-0.001008,-0.001008,-0.001008,0.002916,0.002916,0.002916,0.002304,0.003730,0.003807,-0.000379,-0.000379,-0.000379,-0.000379,-0.000379,-0.005168,-0.005168,-0.005168,-0.005202,-0.005202,-0.005202,-0.005202,-0.005502,-0.005502,-0.006131,-0.006188,-0.006188,-0.006188,-0.003633,-0.003633,-0.004265,-0.003431,-0.003495,-0.007468,-0.007468,-0.007468,-0.007468,-0.007468,-0.007468,0.277586,0.277586,0.277586,0.277586,0.255040,0.255040,0.255040,0.255040,-0.165859,0.062289,0.062289,0.024710,0.034674,-0.024925,-0.024925,-0.024925,-0.024925,-0.024925,-0.024925,-0.024925,-0.024925,-0.011230,-0.014947,-0.016598,-0.019272,-0.017572,-0.017572,0.013456,0.013456
C3,0.000000,0.000000,0.000000,0.000000,0.000016,0.000016,0.000016,0.000016,0.001085,0.000523,0.000523,0.000523,0.000523,-0.001514,-0.001514,-0.001514,-0.001196,-0.001936,-0.001976,0.000197,0.000197,0.000197,0.000197,0.000197,0.002683,0.002683,0.002683,0.002701,0.002701,0.002701,0.002701,0.002857,0.002857,0.003183,0.003213,0.003213,0.003213,0.001886,0.001886,0.002215,0.001782,0.001814,0.003877,0.003877,0.003877,0.003877,0.003877,0.003877,0.302867,0.302867,0.302867,0.302867,0.268325,0.268325,0.268325,0.268325,0.086112,-0.032340,-0.032340,0.027891,-0.018002,0.012941,0.012941,0.012941,0.012941,0.012941,0.012941,0.012941,0.012941,0.005831,0.007760,0.008617,0.010006,0.009123,0.009123,-0.006986,-0.006986
C4,0.000000,0.000000,0.000000,0.000000,0.000005,0.000005,0.000005,0.000005,0.000319,0.000154,0.000154,0.000154,0.000154,-0.000444,-0.000444,-0.000444,-0.000351,-0.000568,-0.000580,0.000058,0.000058,0.000058,0.000058,0.000058,0.000788,0.000788,0.000788,0.000793,0.000793,0.000793,0.000793,0.000839,0.000839,0.000934,0.000943,0.000943,0.000943,0.000554,0.000554,0.000650,0.000523,0.000533,0.001138,0.001138,0.001138,0.001138,0.001138,0.001138,0.235664,0.235664,0.235664,0.235664,0.264195,0.264195,0.264195,0.264195,0.025277,-0.009493,-0.009493,-0.074584,-0.005284,0.003798,0.003798,0.003798,0.003798,0.003798,0.003798,0.003798,0.003798,0.001711,0.002278,0.002529,0.002937,0.002678,0.002678,-0.002051,-0.002051
C5,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,0.000010,0.000010,0.000686,0.000331,0.000331,0.000331,0.000331,-0.000958,-0.000958,-0.000958,-0.000757,-0.001225,-0.001250,0.000124,0.000124,0.000124,0.000124,0.000124,0.001697,0.001697,0.001697,0.001708,0.001708,0.001708,0.001708,0.001807,0.001807,0.002013,0.002032,0.002032,0.002032,0.001193,0.001193,0.001401,0.001127,0.001148,0.002452,0.002452,0.002452,0.002452,0.002452,0.002452,0.183883,0.183883,0.183883,0.183883,0.212440,0.212440,0.212440,0.212440,0.054470,-0.020456,-0.020456,0.021983,-0.011387,0.008186,0.008186,0.008186,0.008186,0.008186,0.008186,0.008186,0.008186,0.003688,0.004909,0.005451,0.006329,0.005771,0.005771,-0.004419,-0.004419
C6,0.000000,0.000000,0.000000,0.000000,0.000066,0.000066,0.000066,0.000066,0.004443,0.002142,0.002142,0.002142,0.002142,-0.006199,-0.006199,-0.006199,-0.004896,-0.007927,-0.008091,0.000805,0.000805,0.000805,0.000805,0.000805,0.010984,0.010984,0.010984,0.011056,0.011056,0.011056,0.011056,0.011695,0.011695,0.013031,0.013153,0.013153,0.013153,0.007721,0.007721,0.009066,0.007293,0.007428,0.015873,0.015873,0.015873,0.015873,0.015873,0.015873,0.014634,0.014634,0.014634,0.014634,-0.000936,-0.000936,-0.000936,-0.000936,0.352534,-0.132395,-0.132395,-0.194784,-0.073699,0.052978,0.052978,0.052978,0.052978,0.052978,0.052978,0.052978,0.052978,0.023870,0.031769,0.035278,0.040963,0.037349,0.037349,-0.028601,-0.028601
C7,0.000000,0.000000,0.000000,0.000000,-0.000096,-0.000096,-0.000096,-0.000096,-0.006533,-0.003150,-0.003150,-0.003150,-0.003150,0.009115,0.009115,0.009115,0.007200,0.011657,0.011898,-0.001184,-0.001184,-0.001184,-0.001184,-0.001184,-0.016151,-0.016151,-0.016151,-0.016258,-0.016258,-0.016258,-0.016258,-0.017197,-0.017197,-0.019162,-0.019341,-0.019341,-0.019341,-0.011354,-0.011354,-0.013331,-0.010725,-0.010923,-0.023340,-0.023340,-0.023340,-0.023340,-0.023340,-0.023340,0.262952,0.262952,0.262952,0.262952,0.255976,0.255976,0.255976,0.255976,0.481607,0.194684,0.194684,0.219495,0.108373,-0.077902,-0.077902,-0.077902,-0.077902,-0.077902,-0.077902,-0.077902,-0.077902,-0.035100,-0.046715,-0.051876,-0.060235,-0.054921,-0.054921,0.042056,0.042056
C8,0.000000,0.000000,0.000000,0.000000,0.000005,0.000005,0.000005,0.000005,0.000319,0.000154,0.000154,0.000154,0.000154,-0.000444,-0.000444,-0.000444,-0.000351,-0.000568,-0.000580,0.000058,0.000058,0.000058,0.000058,0.000058,0.000788,0.000788,0.000788,0.000793,0.000793,0.000793,0.000793,0.000839,0.000839,0.000934,0.000943,0.000943,0.000943,0.000554,0.000554,0.000650,0.000523,0.000533,0.001138,0.001138,0.001138,0.001138,0.001138,0.001138,0.235664,0.235664,0.235664,0.235664,0.264195,0.264195,0.264195,0.264195,0.025277,-0.009493,-0.009493,-0.074584,-0.005284,0.003798,0.003798,0.003798,0.003798,0.003798,0.003798,0.003798,0.003798,0.001711,0.002278,0.002529,0.002937,0.002678,0.002678,-0.002051,-0.002051
C9,0.000000,0.000000,0.000000,0.000000,0.000016,0.000016,0.000016,0.000016,0.001085,0.000523,0.000523,0.000523,0.000523,-0.001514,-0.001514,-0.001514,-0.001196,-0.001936,-0.001976,0.000197,0.000197,0.000197,0.000197,0.000197,0.002683,0.002683,0.002683,0.002701,0.002701,0.002701,0.002701,0.002857,0.002857,0.003183,0.003213,0.003213,0.003213,0.001886,0.001886,0.002215,0.001782,0.001814,0.003877,0.003877,0.003877,0.003877,0.003877,0.003877,0.302867,0.302867,0.302867,0.302867,0.268325,0.268325,0.268325,0.268325,0.086112,-0.032340,-0.032340,0.027891,-0.018002,0.012941,0.012941,0.012941,0.012941,0.012941,0.012941,0.012941,0.012941,0.005831,0.007760,0.008617,0.010006,0.009123,0.009123,-0.006986,-0.006986
C10,0.000000,0.000000,0.000000,0.000000,0.000010,0.000010,0.000010,0.000010,0.000686,0.000331,0.000331,0.000331,0.000331,-0.000958,-0.000958,-0.000958,-0.000757,-0.001225,-0.001250,0.000124,0.000124,0.000124,0.000124,0.000124,0.001697,0.001697,0.001697,0.001708,0.001708,0.001708,0.001708,0.001807,0.001807,0.002013,0.002032,0.002032,0.002032,0.001193,0.001193,0.001401,0.001127,0.001148,0.002452,0.002452,0.002452,0.002452,0.002452,0.002452,0.183883,0.183883,0.183883,0.183883,0.212440,0.212440,0.212440,0.212440,0.054470,-0.020456,-0.020456,0.021983,-0.011387,0.008186,0.008186,0.008186,0.008186,0.008186,0.008186,0.008186,0.008186,0.003688,0.004909,0.005451,0.006329,0.005771,0.005771,-0.004419,-0.004419
